outlet_name,postal_code,outlet_type,planning_area,region,neighborhood_type,pa_population,n_outlets_at_postal,shared_postal,latitude,longitude,res_area_500m,com_area_500m,mixed_area_500m,inst_area_500m,open_area_500m,hdb_blocks_500m,rc_ratio_500m,res_area_1000m,com_area_1000m,mixed_area_1000m,inst_area_1000m,open_area_1000m,hdb_blocks_1000m,rc_ratio_1000m,res_area_1500m,com_area_1500m,mixed_area_1500m,inst_area_1500m,open_area_1500m,hdb_blocks_1500m,rc_ratio_1500m,open_hours_daily,g1_wins_hist,g2_wins_hist,combined_wins_hist,first_draw,last_draw,draws_i,hdb_proxy,com_area_proxy,volume_proxy,is_closed,exposure,p_share,expected_wins,win_rate_per_draw,win_share,std_residual,exposure_hdb,expected_wins_hdb,std_residual_hdb
7-Eleven Balestier Rd,329722,,NOVENA,CENTRAL REGION,residential,49330,1,0,1.32242229055037,103.852590390225,399478,38363,52647,59828,8390,30,0.8681,1396775,72655,74812,497830,222896,166,0.9287,3240378,544987,165642,645755,359883,374,0.8411,0.0,1,1,2,3709,3739,474,166.0,72655.0,204.8816911327306,1,97113.9215969143,0.0003766614742097419,6.94714423032448,0.004219409282700422,0.00010843634786380394,-1.8769444281352865,78684.0,11.14752737579745,-2.7397721334493896
7-Eleven Big Mac Centre,569922,Authorised Retailer,ANG MO KIO,NORTH-EAST REGION,residential,162280,2,1,1.36929729654979,103.84715944541,366103,19300,108154,8873,17265,91,0.8513,1592959,19300,228174,155461,559198,270,0.9275,3299366,204060,380365,979822,924221,527,0.8985,0.0,4,22,26,2142,3210,2041,270.0,19300.0,280.32849272399284,1,572150.4536496694,0.002219115753928164,40.92937096545106,0.012738853503184714,0.0014096725222294514,-2.333586880345797,551070.0,78.07264387906947,-5.893322196682145
7-Eleven Erskine Rd,069320,,OUTRAM,CENTRAL REGION,commercial,18340,1,0,1.2812137246811,103.845162755022,41713,362753,53639,22335,30953,16,0.1496,308434,820351,123894,240728,253382,64,0.2957,776962,1119416,187907,563696,704316,115,0.4178,0.0,2,27,29,1942,3638,2241,64.0,820351.0,503.0149914311014,1,1127256.5957970982,0.004372124245460202,80.63945958326798,0.012940651494868362,0.0015723270440251573,-5.750530143861048,143424.0,20.319543571073837,1.925686506785721
7-Eleven Jalan Leban,577549,,ANG MO KIO,NORTH-EAST REGION,residential,162280,1,0,1.37137207632985,103.829054256663,296089,2525,0,0,14201,1,0.9915,1115162,2525,0,125282,114051,43,0.9977,3025814,122454,71739,274175,1944379,155,0.9508,11.14,12,32,44,1292,3633,2891,43.0,2525.0,44.35126653513378,1,128219.51155307176,0.0004973061477682885,9.172314589438313,0.015219647180906262,0.0023855996530036867,11.499663759266015,124313.0,17.611999525538973,6.287849679214873
7-Eleven Kim Tian,169247,,SINGAPORE RIVER,CENTRAL REGION,residential,3260,1,0,1.28508532787771,103.829289490938,528434,24632,5392,43796,9688,152,0.9511,1402044,270426,83502,334768,82652,270,0.8222,3178854,469163,184788,710541,340797,399,0.8535,0.0,4,11,15,1950,3307,2233,270.0,270426.0,414.7198431802326,1,926069.4098214594,0.0035918091184877023,66.24732738138718,0.006717420510523959,0.0008132726089785296,-6.29632359481161,602910.0,85.4170572180118,-7.619133252240754
7-Eleven Store Bedok North Street 2,460123,Authorised Retailer (7-Eleven),BEDOK,EAST REGION,residential,276990,1,0,1.32919868667839,103.937343347878,405134,0,37141,17592,48254,74,0.958,1727898,32867,215160,234775,153490,281,0.9289,3634751,551337,326969,384182,373698,415,0.8416,11.0,8,40,48,2127,4109,2056,281.0,32867.0,298.58894146940276,1,613898.863661092,0.0023810391671961837,43.915886399766414,0.023346303501945526,0.002602472348731295,0.6162926482318737,577736.0,81.85053982999995,-3.741578186294964
7-Eleven Store Bedok Road,469539,,TAMPINES,EAST REGION,residential,259900,1,0,1.33144709315919,103.947134707266,384438,71984,16892,15969,29596,0,0.8301,1191653,391989,54033,218126,64385,59,0.7441,3209128,1023551,88875,492935,206688,238,0.7529,0.0,0,3,3,3935,4046,248,59.0,391989.0,268.77489815467527,1,66656.17474235946,0.00025852949433809115,4.7683179935717535,0.012096774193548387,0.00016265452179570593,-0.8097999786481215,14632.0,2.0729833328588825,0.6438573197682275
7-Eleven Store Bukit Batok West Avenue 6,650132,Authorised Retailer (7-Eleven),BUKIT BATOK,WEST REGION,residential,158030,1,0,1.3506524380389,103.745625196086,506401,13499,34996,93952,43617,103,0.9441,1485675,127004,49693,277734,363838,283,0.9087,3295109,364661,226468,552185,1001826,641,0.877,11.0,5,31,36,1941,4119,2242,283.0,127004.0,350.96683367450714,1,786867.641098245,0.0030519077062317332,56.28938573373809,0.016057091882247992,0.001951854261548471,-2.704304832124387,634486.0,89.89057565146945,-5.6840218912054805
7-Eleven Store Changi Road,419701,Authorised Retailer (7-Eleven),GEYLANG,CENTRAL REGION,residential,110110,1,0,1.31621766760551,103.898830016087,311569,110063,64768,18313,18044,41,0.7071,1452940,297562,71252,189416,59128,80,0.8171,3330850,823074,103764,443744,127038,190,0.7945,11.0,10,35,45,1651,4144,2532,80.0,297562.0,239.24181098117927,0,605760.2654043459,0.002349473183998526,43.333683405668815,0.017772511848341232,0.002439817826935589,0.25313063949803655,202560.0,28.69761508364511,3.0431841968154276
7-Eleven Store Choa Chu Kang Drive,682689,Authorised Retailer (7-Eleven),CHOA CHU KANG,WEST REGION,mixed,192070,1,0,1.40313482841143,103.749793059631,409705,158589,0,13601,83444,83,0.7209,753180,905366,8500,61724,148579,159,0.4544,1058913,2294312,8500,138173,272693,227,0.3163,11.0,12,45,57,2144,4160,2039,159.0,905366.0,643.5111991476947,0,1312119.3350621494,0.005089124143652325,93.86380570552348,0.027954879843060325,0.0030904359141184124,-3.804968704346071,324201.0,45.9310599710349,1.6332505025571167
7-Eleven Store Circular Road,049413,Authorised Retailer (7-Eleven),DOWNTOWN CORE,CENTRAL REGION,commercial,3190,1,0,1.28606946719614,103.84924456163,0,273881,20798,44671,73360,8,0.0353,60260,799065,104097,229846,548933,23,0.1166,475828,1486299,230506,473724,851510,65,0.2696,11.0,7,21,28,2197,4152,1986,23.0,799065.0,450.6236807511578,0,894938.6299717993,0.0034710667445967433,64.02035503734233,0.014098690835850957,0.0015181088700932553,-4.5018285390184305,45678.0,6.47141420710279,8.462835575843462
7-Eleven Store Clementi Street 11,120109,Authorised Retailer (7-Eleven),CLEMENTI,WEST REGION,residential,91990,1,0,1.32189101845703,103.770595266094,328299,0,23693,6506,11294,36,0.9663,2232353,60598,59278,32210,125073,120,0.9616,3773620,141122,116816,612783,256981,197,0.9505,11.0,2,18,20,2004,3932,2179,120.0,60598.0,152.42932653308387,1,332143.50251558976,0.0012882361174330775,23.76022694993568,0.009178522257916476,0.0010843634786380394,-0.7714162186293435,261480.0,37.045084873970794,-2.800488999181933
7-Eleven Store Esplanade MRT Station,189562,Authorised Retailer (7-Eleven),DOWNTOWN CORE,CENTRAL REGION,commercial,3190,1,0,1.2936577245386,103.855081226245,9875,402233,20832,62970,149784,3,0.0469,27497,835947,92578,332822,447194,13,0.0772,421281,1435152,237575,464160,846259,54,0.2579,0.0,0,11,11,3821,4160,362,13.0,835947.0,460.36126980018906,0,166650.77966766845,0.0006463638509869564,11.921534867603425,0.03038674033149171,0.0005963999132509217,-0.2668982248956549,4706.0,0.6667208559618576,12.65511631789426
7-Eleven Store Eunos Crescent,401001,Authorised Retailer (7-Eleven),GEYLANG,CENTRAL REGION,residential,110110,1,0,1.32129030482793,103.902727807563,424557,10132,0,68275,16519,51,0.9767,1557122,298903,65336,152382,53556,139,0.8274,3344984,1159884,77753,301653,136096,231,0.7384,11.0,26,72,98,1194,4167,2989,139.0,298903.0,298.95945392122456,0,893589.8077705402,0.0034658352664479995,63.92386565436691,0.03278688524590164,0.0053133810453263935,4.262052614666253,415471.0,58.861704366198246,5.101354365357957
7-Eleven Store Foch Road,209264,Authorised Retailer (7-Eleven),KALLANG,CENTRAL REGION,mixed,101290,1,0,1.31270184017357,103.859968759019,243150,209984,9383,50104,38968,24,0.5359,952862,749544,70464,169631,153040,143,0.5573,2448542,1170599,183381,440660,383497,323,0.668,11.0,6,24,30,2143,4169,2040,143.0,749544.0,544.1222668555697,0,1110009.4243853623,0.004305230180190584,79.40566544343513,0.014705882352941176,0.0016265452179570592,-5.544354724065783,291720.0,41.32932598835383,-1.7622799978296102
7-Eleven Store McCallum Street,069044,Authorised Retailer (7-Eleven),OUTRAM,CENTRAL REGION,commercial,18340,1,0,1.27968475871905,103.847576349309,39471,334232,6062,29232,24673,1,0.1119,166466,786697,100288,133838,294998,42,0.2056,471553,999072,135644,556880,549922,80,0.3358,10.86,12,51,63,2465,4160,1718,42.0,786697.0,463.0048829267876,0,795442.3888682211,0.003085165318352697,56.90278913169714,0.03667054714784633,0.0034157449577098243,0.8082848486572349,72156.0,10.222675325708416,16.506883562372014
7-Eleven Store Owen Road,210045,Authorised Retailer (7-Eleven),ROCHOR,CENTRAL REGION,residential,13120,1,0,1.31559567579803,103.850825476141,395740,5264,0,58042,12316,30,0.9869,1334648,258096,34814,368795,112256,79,0.8307,2844715,676804,162642,737136,270785,250,0.7942,11.0,12,36,48,2127,4162,2056,79.0,258096.0,217.12138124827243,0,446401.55984644813,0.0017313920275940544,31.93379455694474,0.023346303501945526,0.002602472348731295,2.843073272666315,162424.0,23.011361731565827,5.209204782301411
7-Eleven Store Plaza Singapura,238839,Authorised Retailer (7-Eleven),MUSEUM,CENTRAL REGION,mixed,510,1,0,1.30082071769235,103.845067272666,138909,111896,39662,451630,20454,0,0.5465,675406,413598,157306,668735,333755,19,0.605,1731049,1180904,275701,959910,543155,53,0.5863,11.0,10,38,48,2164,4167,2019,19.0,413598.0,240.3390639201033,0,485244.5700546886,0.0018820466942700298,34.71246922911643,0.0237741456166419,0.002602472348731295,2.2552855087309154,38361.0,5.434780866033324,18.258447820148884
7-Eleven Store Sin Ming,574369,Authorised Retailer (7-Eleven),BISHAN,CENTRAL REGION,residential,87320,1,0,1.35327556197146,103.834836368264,366654,70503,11473,32956,13718,11,0.8301,1096694,415418,11473,234993,47978,49,0.7236,2992336,424655,48726,612731,354671,133,0.8704,11.0,12,25,37,1416,4095,2767,49.0,415418.0,271.31304613552646,1,750723.1986570017,0.002911719577171147,53.703755881344634,0.013371882905674015,0.002006072435480373,-2.2793541304407103,135583.0,19.208672718630798,4.059379650954144
7-Eleven Store Sixth Avenue,276472,Authorised Retailer (7-Eleven),BUKIT TIMAH,CENTRAL REGION,mixed,77860,1,0,1.33109923987903,103.795114609687,364700,4602,2102,0,11293,0,0.9848,1975723,4602,5519,84832,46296,0,0.9963,4012551,17689,5519,534916,322622,0,0.9949,11.0,19,29,48,1283,4148,2900,0.0,4602.0,2.462783601855704,0,7142.072445381541,2.770090520446725e-05,0.510915495591194,0.016551724137931035,0.002602472348731295,66.43841453054344,0.0,0.0,
7-Eleven Store Tai Thong Crescent,347857,,TOA PAYOH,CENTRAL REGION,residential,121850,1,0,1.32908239719806,103.869753021979,250108,102215,39249,115523,4219,4,0.6888,1217231,467552,45071,340279,86627,139,0.7167,2907445,927013,75999,859638,274862,343,0.7532,0.0,0,6,6,3422,4046,761,139.0,467552.0,389.21282021182924,1,296190.956181202,0.0011487922675583668,21.188324582846516,0.00788436268068331,0.00032530904359141186,-3.299602021894343,105779.0,14.986201747299052,-2.3212952204419612
7-Eleven Store Upper Thomson Road,787113,Authorised Retailer (7-Eleven),YISHUN,NORTH REGION,mixed,221610,1,0,1.3989655869656,103.818134405398,286548,0,26092,0,164900,0,0.9583,1206048,0,26092,7532,469240,0,0.9894,2268566,0,26092,7532,473826,0,0.9943,11.0,10,36,46,1364,3837,2819,0.0,0.0,0.0,1,0.0,0.0,0.0,0.016317843206810925,0.002494036000867491,,0.0,0.0,
7-Eleven Store Yishun Ring Road,760103,Authorised Retailer (7-Eleven),YISHUN,NORTH REGION,residential,221610,1,0,1.43136934951878,103.828892847163,523226,2044,50385,61710,20701,83,0.9527,1281057,39548,91239,238871,132145,185,0.9397,2185151,320033,201084,404206,240643,376,0.8446,12.0,41,117,158,1245,4156,2938,185.0,39548.0,206.1643124481072,0,605710.749972539,0.002349281135780991,43.3301412683446,0.053778080326752895,0.008566471481240512,17.420243649173475,543530.0,77.00441709327421,9.230038582652591
A.P. Mini Mart - Bedok Reservoir Road,470121,Authorised Retailer,GEYLANG,CENTRAL REGION,residential,110110,1,0,1.33130517787872,103.909992224709,460413,6875,2497,51839,30887,89,0.9827,1440535,612754,38230,232941,94216,180,0.6979,2753415,1263769,74552,372185,155787,297,0.682,11.0,2,19,21,3349,4179,834,180.0,612754.0,507.9184057304411,0,423603.9503791879,0.0016429702951668774,30.302944124057888,0.025179856115107913,0.0011385816525699415,-1.6899661273353714,150120.0,21.268196960687224,-0.058155194847694804
A.P. Mini Mart - Lorong 8 Toa Payoh,310234,Authorised Retailer,TOA PAYOH,CENTRAL REGION,residential,121850,1,0,1.33860148626926,103.857914069837,291744,120546,0,71913,17775,59,0.7076,1265562,224068,19938,273962,110718,230,0.845,3315183,372856,101922,659689,321170,509,0.8882,11.0,10,19,29,1494,4120,2689,230.0,224068.0,349.9111247502399,1,940911.014453395,0.0036493730659462984,67.30903682831352,0.010784678319077723,0.0015723270440251573,-4.669437266116972,618470.0,87.62151461681472,-6.262556501813047
ACE Signature Geylang Road,389409,Authorised Retailer,GEYLANG,CENTRAL REGION,residential,110110,1,0,1.31318416956181,103.883694389395,378660,131081,3412,54095,14008,22,0.7412,1420605,402161,9329,223349,170529,125,0.7779,2893819,1019589,29514,422499,659619,247,0.7377,11.0,0,2,2,4058,4088,125,125.0,402161.0,340.2184954597766,1,42527.311932472076,0.00016494442550831403,3.042234984075344,0.016,0.00010843634786380394,-0.5975431451914243,15625.0,2.2136662504045956,-0.1436084043681264
Afro Asia Co Pte Ltd,760604,Authorised Retailer,YISHUN,NORTH REGION,residential,221610,1,0,1.42171348124463,103.83554529409,414860,0,0,89191,91218,99,1.0,1173284,14894,135753,295527,417799,300,0.9375,3539852,21855,246267,483660,541827,572,0.9619,11.0,8,31,39,2144,4162,2039,300.0,14894.0,307.9705995145673,0,627952.0524102028,0.0024355452020112375,44.921195705895265,0.019127023050514957,0.002114508783344177,-0.8834536342803845,611700.0,86.66237730383943,-5.119887297861467
B.H. Mini Mart,350137,Authorised Retailer,TOA PAYOH,CENTRAL REGION,residential,121850,1,0,1.33385759374197,103.865845367722,314782,0,36968,145049,6555,44,0.9475,1402449,155428,64874,280586,53913,152,0.8842,3107841,522994,70513,633136,294830,402,0.8492,11.0,6,18,24,1610,4062,2573,152.0,155428.0,235.17808119713783,1,605113.2029202356,0.0023469635179778044,43.28739512558263,0.009327633113097552,0.0013012361743656475,-2.9315199323064802,391096.0,55.408385015567085,-4.219469578258031
Balestier Khalsa Football Club,310070,Authorised Retailer,TOA PAYOH,CENTRAL REGION,residential,121850,2,1,1.33444874946936,103.852333287558,415070,82015,45015,52340,86166,88,0.8072,1587824,282645,50722,200471,230096,323,0.8397,3276366,469329,165152,749404,354341,533,0.8589,11.0,4,17,21,2334,4179,1849,323.0,282645.0,474.2589029001533,0,876904.7114623835,0.003401121239154908,62.73028013497313,0.011357490535424553,0.0011385816525699415,-5.268811807732906,597227.0,84.61192023874466,-6.915486375871111
Bedok Betting Centre - Lottery Lobby (Public),460215,Betting Centre,BEDOK,EAST REGION,residential,276990,2,1,1.32607594879214,103.933497473796,457952,32867,118031,19897,79481,82,0.8491,1691020,289446,265515,233145,157307,271,0.812,4016634,475015,344552,452709,355501,432,0.8662,8.0,1,6,7,2164,4109,2019,271.0,289446.0,425.89849248646806,1,859889.056330179,0.0033351251220035197,61.513047750232914,0.003467062902426944,0.0003795272175233138,-6.950512694519864,547149.0,77.51713761552794,-8.009323061245402
Bukit Merah Betting Centre,150169,Betting Centre,BUKIT MERAH,CENTRAL REGION,residential,151250,3,1,1.28331722010432,103.818863104657,158103,156103,63674,96689,47896,47,0.5026,1201379,277342,89893,294866,210580,205,0.7945,2890938,621731,134472,574611,1434161,469,0.8111,0.0,2,7,9,2264,4100,1919,205.0,277342.0,353.42097559884064,1,678214.8521741752,0.002630492125641685,48.516796765335236,0.004689942678478374,0.00048796356538711777,-5.673299010259556,393395.0,55.73409501298661,-6.259985977089353
Bukit Merah Betting Centre - Lottery Lobby (Public),150169,Betting Centre,BUKIT MERAH,CENTRAL REGION,residential,151250,3,1,1.28333217787948,103.819138070812,158103,145078,63674,75672,47896,52,0.5178,1190613,261447,89893,294866,210794,208,0.8013,2887610,598785,136460,572922,1434161,472,0.8159,8.0,2,6,8,2264,4100,1919,208.0,261447.0,347.9146858657906,1,667648.2821764522,0.002589509125807712,47.760906316397445,0.004168837936425221,0.00043374539145521576,-5.75333941190737,399152.0,56.549715915615685,-6.456118293716088
Cheers Bedok North Street 3,460539,,BEDOK,EAST REGION,residential,276990,1,0,1.33131386579703,103.925307290709,678200,0,44562,14728,138776,71,0.9692,1473797,209603,285867,175088,223017,244,0.821,3144790,616111,361239,356062,824701,381,0.8067,0.0,6,39,45,2201,4087,1982,244.0,209603.0,356.1701067578794,1,705929.1515941169,0.002737983499736675,50.49936766914323,0.022704339051463168,0.002439817826935589,-0.7738731629197442,483608.0,68.5149893136426,-2.8408741077460324
Cheers Changi Village Road,500004,Authorised Retailer,CHANGI,EAST REGION,residential,1850,2,1,1.38909635615366,103.98746284567,48051,7044,48160,28350,151097,7,0.6986,119287,7044,48160,28350,813694,7,0.8216,119287,73374,48160,28350,836124,7,0.5953,0.0,18,78,96,1889,4066,2294,7.0,7044.0,10.76963226672568,1,24705.53641986871,9.58217278844385e-05,1.7673359491005838,0.041848299912816043,0.00520494469746259,70.88297118760867,16058.0,2.2750113695358074,62.1389071133739
Cheers Haig Road,430012,,GEYLANG,CENTRAL REGION,residential,110110,1,0,1.31561468089698,103.896129520656,279188,178622,64768,19455,18676,34,0.5962,1237435,384434,70685,175622,54088,66,0.752,3564301,812580,85515,469216,118836,230,0.8083,0.0,8,25,33,1996,4007,2187,66.0,384434.0,271.7318016505423,1,594277.450209736,0.002304936478774821,42.5122484145228,0.015089163237311385,0.0017891997397527651,-1.458902088652216,144342.0,20.449600890617607,2.775333121126639
Cheers Harbourfront Centre,099253,Authorised Retailer,BUKIT MERAH,CENTRAL REGION,mixed,151250,1,0,1.26401293230767,103.82005101011,58761,173210,1338,0,3542,0,0.2547,304352,218765,14323,20159,800511,9,0.5796,1119893,422419,14323,152323,1323774,66,0.724,11.0,18,61,79,1946,4175,2237,9.0,218765.0,126.07319744892722,0,282025.7426932502,0.0010938517388768725,20.175001471845036,0.03531515422440769,0.004283235740620256,13.096496687907269,20133.0,2.8523355276413263,45.08751314356028
Cheers Hougang Avenue 3,530023,Authorised Retailer,HOUGANG,NORTH-EAST REGION,residential,227560,1,0,1.36486665431312,103.890727968932,548022,0,5246,99658,14700,46,0.9953,1728843,324786,151972,201626,110785,192,0.8183,3244153,1302081,159561,383479,440269,415,0.7063,11.0,4,22,26,2256,4144,1927,192.0,324786.0,365.8108724277068,0,704917.551168191,0.002734059954054708,50.42700179258504,0.013492475350285417,0.0014096725222294514,-3.4398427583015247,369984.0,52.4173500153404,-3.6488139515232496
Cheers Hougang Central,530810,Authorised Retailer,HOUGANG,NORTH-EAST REGION,residential,227560,1,0,1.37158744105995,103.893369990045,523626,24019,45723,31369,18176,89,0.921,1677026,24019,45723,184360,309812,302,0.9732,3348496,1134538,129158,683632,431124,531,0.74,11.0,13,66,79,1668,4181,2515,302.0,24019.0,314.8538894682686,0,791857.5320126956,0.003071261261696045,56.646342710721854,0.03141153081510934,0.004283235740620256,2.9700424088157673,759530.0,107.60613933886734,-2.7576600313730895
Cheers Maude Rd,208358,,KALLANG,CENTRAL REGION,mixed,101290,1,0,1.30830240671003,103.857735757768,223188,185239,20642,57847,58284,38,0.5442,778149,786788,153316,197640,153507,120,0.4975,1638766,1342474,211905,458526,389106,209,0.5464,0.0,0,4,4,2883,3137,1300,120.0,786788.0,541.0535820375587,1,703369.6566488263,0.0027280563634057274,50.31627156665524,0.003076923076923077,0.00021687269572760788,-6.529491569157269,156000.0,22.10124384403948,-3.850348685411237
Cheers New Upper Changi Road,461059,,BEDOK,EAST REGION,residential,276990,1,0,1.32405898618809,103.940695612461,477330,0,30407,40567,44796,57,0.9701,2000768,4136,184934,182457,153817,206,0.9559,3806577,483761,338957,418995,290059,314,0.8589,0.0,9,42,51,2259,3956,1924,206.0,4136.0,208.2134013423023,1,400602.5841825896,0.0015537582815030803,28.657517744042813,0.02650727650727651,0.0027651268705270004,4.173612617947538,396344.0,56.151893526422974,-0.6875189545985765
Cheers Northshore Plaza II,820418,Authorised Retailer,PUNGGOL,NORTH-EAST REGION,residential,174450,1,0,1.41796176594116,103.901323351032,214554,10654,0,21574,41054,51,0.9527,465414,53497,0,427363,162704,94,0.8969,870033,617047,73668,612727,402780,172,0.581,11.0,0,6,6,3755,4035,428,94.0,53497.0,122.62919042774328,1,52485.29350307413,0.00020356698298369446,3.754589434151261,0.014018691588785047,0.00032530904359141186,1.1588161390365594,40232.0,5.699854117521772,0.12571888473189494
Cheers Woodlands Centre,731005,,WOODLANDS,NORTH REGION,residential,255130,1,0,1.4416756560120672,103.77002767602397,208240,91347,0,210752,59480,19,0.6951,811224,216434,28001,318649,108816,107,0.7817,1094657,874111,69198,359999,510697,207,0.5541,0.0,12,30,42,1678,3287,2505,107.0,216434.0,222.8257509960968,1,558178.5062452224,0.002164924817959338,39.929873342442036,0.016766467065868262,0.002277163305139883,0.32760306146730367,268035.0,37.97376213934053,0.6533676318967088
Cheng Chew Wah Agency - Bedok South Road,460017,Authorised Retailer,BEDOK,EAST REGION,residential,276990,2,1,1.32014883000628,103.935563486677,346249,56079,24258,84635,46011,48,0.8401,1555382,387331,172696,128709,130147,146,0.7761,3792745,426008,299990,392609,462586,307,0.8725,11.0,4,22,26,3460,4160,723,146.0,387331.0,353.2821458692681,0,255422.99146348084,0.0009906715631464514,18.27194631067315,0.035961272475795295,0.0014096725222294514,1.8079138232412073,105558.0,14.954891651853329,2.856132460044838
Cheng Chew Wah Agency - Marine Terrace,440058,Authorised Retailer,MARINE PARADE,CENTRAL REGION,residential,46220,1,0,1.30611781253448,103.914026029355,440625,6545,0,131218,2047,49,0.9854,1457536,73145,5165,227381,376984,77,0.9507,2924406,172737,35703,405402,688756,78,0.9392,11.0,18,42,60,1223,4162,2960,77.0,73145.0,116.14391711380605,0,343785.9946568659,0.0013333921381281344,24.59308459563531,0.02027027027027027,0.0032530904359141183,7.139726760325182,227920.0,32.290483954701784,4.8763140045754065
Cheng Tai Boon Beng,238841,Authorised Retailer,NEWTON,CENTRAL REGION,mixed,8260,1,0,1.30125729409965,103.841150144584,155039,164928,36066,412804,24117,0,0.4861,1070374,387588,91857,586135,279349,0,0.7203,2000506,986971,269606,916750,471335,27,0.6556,11.0,10,37,47,1224,4167,2959,0.0,387588.0,207.41968072056684,0,613754.8352521573,0.0023804805454049373,43.90558317944866,0.015883744508279823,0.0025482541747993926,0.46700221248252405,0.0,0.0,
China Square Betting Centre - Level 2,048441,,DOWNTOWN CORE,CENTRAL REGION,commercial,3190,2,1,1.28286636225753,103.849289233227,17995,328196,20798,15001,55716,8,0.0774,72696,795207,103600,144542,341082,24,0.1281,407991,1135336,185929,464953,808585,73,0.2897,0.0,0,1,1,3782,3782,401,24.0,795207.0,449.559052516486,1,180273.1800591109,0.0006991990504037114,12.896027285646054,0.0024937655860349127,5.421817393190197e-05,-3.312638004052949,9624.0,1.3634767356092048,-0.31128110029107897
China Square Betting Centre - Lottery Lobby (Public),048441,,DOWNTOWN CORE,CENTRAL REGION,commercial,3190,2,1,1.28286636225753,103.849289233227,17995,328196,20798,15001,55716,8,0.0774,72696,795207,103600,144542,341082,24,0.1281,407991,1135336,185929,464953,808585,73,0.2897,0.0,1,6,7,2615,3959,1568,24.0,795207.0,449.559052516486,1,704908.59434585,0.002734025214546183,50.4263610570898,0.004464285714285714,0.0003795272175233138,-6.115396555996652,37632.0,5.331500053454446,0.7226058748986959
Chng Siow Eng Agency,510625,Authorised Retailer,PASIR RIS,EAST REGION,residential,147110,1,0,1.37860239032585,103.941978177673,342639,0,19965,78575,15959,178,0.9725,1426811,110922,32965,183915,728036,326,0.9189,2067335,979277,56801,233057,947821,427,0.6753,11.0,18,46,64,1195,4152,2988,326.0,110922.0,385.36046994459764,0,1151457.0841944579,0.004465987117914062,82.37066640280695,0.0214190093708166,0.003469963131641726,-2.024131022203592,974088.0,138.00356675354314,-6.299520541535
Choice Decor Bedok North,460416,,BEDOK,EAST REGION,residential,276990,1,0,1.32840382815915,103.930684870347,446550,16679,173709,23453,45564,84,0.8375,1587110,220747,289887,163309,262673,273,0.8257,3490995,577820,377673,464039,362690,460,0.8276,0.0,2,26,28,2323,3556,1860,273.0,220747.0,391.1338747846243,1,727509.0070994012,0.0028216821091038395,52.043104820311214,0.015053763440860216,0.0015181088700932553,-3.3327976838229576,507780.0,71.93954871234851,-5.180500710159321
Choice Decor Co-Operative Society Ltd,570022,,BISHAN,CENTRAL REGION,residential,87320,1,0,1.3572844410824,103.839396679952,266111,223158,0,65097,24678,32,0.5439,1475642,367086,48726,306913,243444,145,0.793,2790505,531719,97203,662198,710969,301,0.8303,0.0,3,39,42,2064,3551,2119,145.0,367086.0,341.44793161034397,1,723528.1670823189,0.0028062422108403244,51.75833133673894,0.019820670127418595,0.002277163305139883,-1.3563926474384675,307255.0,43.5302415211561,-0.23193401356627136
Chong Hoe Tong,310021,Authorised Retailer,TOA PAYOH,CENTRAL REGION,residential,121850,1,0,1.33544818177957,103.857495922448,525944,84177,0,44226,7235,92,0.862,1313124,229239,45015,237987,153041,270,0.8414,3407966,398658,146033,606008,345528,521,0.8807,11.0,13,39,52,1331,4179,2852,270.0,229239.0,392.6784115831812,0,1119918.8298352328,0.004343664332616047,80.11454495077038,0.0182328190743338,0.0028193450444589027,-3.1410537886001895,770040.0,109.0951398055395,-5.466337461601882
Chop Yeo Thong Heng,370076,Authorised Retailer,GEYLANG,CENTRAL REGION,mixed,110110,1,0,1.32551693484516,103.889903603926,289393,204874,0,40342,7399,72,0.5855,1058483,946133,0,174301,43307,148,0.528,2073547,2281211,70183,412170,96193,268,0.4765,11.0,11,23,34,1419,4151,2764,148.0,946133.0,654.3278656181101,0,1808562.2205684562,0.0070146040958663555,129.37735794415906,0.012301013024602027,0.0018434179136846672,-8.38525257798101,409072.0,57.95512834467255,-3.146679900391573
Chop Yeo Thong Heng (International Plaza),079903,,OUTRAM,CENTRAL REGION,commercial,18340,1,0,1.27573568143134,103.845703218601,65155,244818,32963,23521,27129,12,0.2381,221395,549329,86602,90092,173557,49,0.3087,558703,886036,122403,422933,344665,75,0.3956,0.0,1,3,4,3396,3541,787,49.0,549329.0,342.97619583307085,1,269922.26612062677,0.0010469077657168774,19.309166830882088,0.005082592121982211,0.00021687269572760788,-3.4839329511648285,38563.0,5.463399143318554,-0.6260821635464047
Chua Hong Kim Trading,550237,Authorised Retailer,SERANGOON,NORTH-EAST REGION,residential,116900,1,0,1.35381198342473,103.87013457465,509911,0,83592,4088,25809,90,0.9296,1889970,19983,105806,235333,124600,139,0.9638,4444602,81356,110969,395175,232334,197,0.9705,11.0,17,57,74,1306,4160,2877,139.0,19983.0,149.69400363230824,0,430669.6484501508,0.001670374978326273,30.808396100249777,0.025721237400069517,0.004012144870960746,7.781526253124081,399903.0,56.65611357027513,2.3042151675598506
